gene_id	symbol	chr	start.pos	end.pos	pos
261621	CG31706	2L	11529038	11531052	35.071309
35866	CG8740	2R	8735810	8759590	55.791793
33568	CG31776	2L	3470182	3472364	27.012453
32991	Alr	X	19748314	19750167	19.748314
31285	CG14421	X	2941408	2942329	2.941408
40977	CG11672	3R	8289395	8290578	108.742541
41786	smp-30	3R	14745901	14751246	115.199047
14462838	CG43880	3L	7945713	7946322	80.288632
41726	Dop1R1	3R	14165379	14214810	114.618525
37217	CG7461	2R	19305172	19307445	66.361155
33384	CG12674	2L	2079919	2081286	25.62219
326187	S-Lap3	3L	10465187	10468974	82.808106
33367	Wdr62	2L	1884622	1944289	25.426893
42235	CG14301	3R	18629151	18641457	119.082297
33756	Cyp4ac3	2L	5268498	5270329	28.810769
38971	CG6765	3L	8512767	8518738	80.855686
36459	CG4646	2R	13219396	13220251	60.275379
5740551	CG34260	3L	20714100	20715158	93.057019
38152	CG9184	3L	1321792	1322806	73.664711
12798326	CG43107	2R	17140495	17140865	64.196478
42044	CG18622	3R	16983510	16987732	117.436656
33477	Duox	2L	2815970	2830248	26.358241
32968	Sec61gamma	X	19643327	19644518	19.643327
36278	ADD1	2R	11970686	11977721	59.026669
42262	CG14294	3R	18901663	18902264	119.354809
43046	RIOK2	3R	25265844	25267757	125.71899
326253	CG33098	3R	12387188	12388794	112.840334
37328	Hil	2R	20606881	20618217	67.662864
34416	Cnot4	2L	10396716	10403206	33.938987
35609	vimar	2R	6975285	6985712	54.031268
8674021	CG42503	3R	25125632	25127359	125.578778
33360	c-cup	2L	1831627	1832565	25.373898
35925	Mys45A	2R	9111505	9113951	56.167488
34031	Obp28a	2L	7496791	7497365	31.039062
36985	RpL18A	2R	17546406	17547462	64.602389
36031	Etf-QO	2R	9910893	9913488	56.966876
31297	CG14265	X	3236130	3236686	3.23613
35394	clumsy	2L	21206493	21211818	44.748764
37443	CG10795	2R	21383227	21384391	68.43921
40949	Pbp95	3R	8013791	8016610	108.466937
32479	CG6308	X	15472164	15472859	15.472164
45976	retn	2R	23632610	23654820	70.688593
41676	CG14367	3R	13694053	13695513	114.147199
43102	CG5028	3R	25680845	25683780	126.133991
35667	kappaB-Ras	2R	7443824	7445792	54.499807
38045	Tudor-SN	3L	259043	264380	72.601962
42091	sds22	3R	17391594	17393020	117.84474
5740634	CG34181	2L	9367640	9368434	32.909911
39478	ste14	3L	13018266	13019687	85.361185
33500	Rrp1	2L	2969773	2972508	26.512044
35955	Drep2	2R	9291856	9302821	56.347839
39863	CG13032	3L	16673964	16676264	89.016883
33941	Tsp	2L	6686791	6709086	30.229062
35040	CG6380	2L	17291075	17292202	40.833346
41489	CG3942	3R	12254187	12256592	112.707333
39779	CG13055	3L	16249560	16252355	88.592479
37598	CG42565	2R	22657901	22661389	69.713884
31391	peb	X	4617564	4627206	4.617564
38702	Lcp65Ag2	3L	6132990	6133593	78.475909
38703	Lcp65Ag2	3L	6132990	6133593	78.475909
38982	Nelf-E	3L	8599442	8600879	80.942361
43990	Sep5	2R	7960133	7961921	55.016116
38707	Lcp65Ad	3L	6143395	6144101	78.486314
31724	Upf2	X	8070244	8075466	8.070244
41858	ea	3R	15328729	15330408	115.781875
318790	CG31538	3R	5275678	5277835	105.728824
32350	Nup93-1	X	13822826	13825910	13.822826
2768971	CG33489	3L	11574764	11577044	83.917683
10178823	CG42778	3R	13528597	13529356	113.981743
33804	CG11029	2L	5746157	5747961	29.288428
36679	CG8089	2R	15145825	15147824	62.201808
33807	CG9171	2L	5767002	5800253	29.309273
8674103	CG42583	X	20139793	20140170	20.139793
317953	CG32281	3L	3169375	3170913	75.512294
35442	CG42748	2L	22131221	22166221	45.673492
32726	CG5613	X	17423591	17428735	17.423591
40101	CG14089	3L	19280120	19280800	91.623039
36582	Mdr50	2R	14246966	14252597	61.302949
31154	Edem1	X	1903704	1908827	1.903704
34467	CG17107	2L	10681902	10682528	34.224173
44027	sbb	2R	18278198	18357296	65.334181
318637	CG31230	3R	18671679	18672094	119.124825
37325	Nnf1a	2R	20586222	20587238	67.642205
43649	Npc2h	3R	30745479	30746290	131.198625
37272	Toll-7	2R	19826578	19832973	66.882561
40994	CG9601	3R	8341661	8343516	108.794807
41872	CG6171	3R	15362796	15363857	115.815942
50456	CG13245	2L	16004325	16005461	39.546596
35494	laccase2	2R	5413744	5456095	52.469727
33455	CG31690	2L	2677734	2719431	26.220005
32169	Usp7	X	12022837	12029032	12.022837
41600	CG11656	3R	13009895	13011086	113.463041
33390	AIF	2L	2151754	2155389	25.694025
3885583	CG34041	3R	30508023	30510146	130.961169
41899	pxb	3R	15666183	15690513	116.119329
3355145	CG12547	2R	4785855	4788965	51.841838
38151	Sherpa	3L	1313696	1318330	73.656615
33585	CG15418	2L	3621110	3621704	27.163381
26067049	CG45781	2R	326768	705848	47.382751
35731	sax	2R	7806484	7810067	54.862467
35026	tweek	2L	16888490	16917052	40.430761
36995	CG14483	2R	17585195	17586294	64.641178
32660	goe	X	16727304	16751910	16.727304
5740868	CG34458	2R	16672033	16672889	63.728016
34791	b	2L	13821248	13823979	37.363519
39196	CG32061	3L	10463816	10464635	82.806735
2768909	CG15744	X	13288051	13294433	13.288051
2768715	CheB42c	2R	6944614	6971637	54.000597
37337	CG11110	2R	20641742	20642558	67.697725
318582	CG31076	3R	26989035	26989852	127.442181
33274	Lsp1beta	2L	898500	901316	24.440771
41997	CG14883	3R	16456052	16458233	116.909198
42122	AttD	3R	17625268	17626086	118.078414
46040	cype	2L	5327227	5327969	28.869498
35529	SCAP	2R	6026273	6036388	53.082256
318888	CG31698	2L	3173205	3173840	26.715476
32643	CG13010	X	16678265	16678945	16.678265
41531	Prosalpha2	3R	12431321	12432556	112.884467
43271	CG6051	3R	27124759	27151069	127.577905
37356	sktl	2R	20827282	20836028	67.883265
7354413	CG42263	3L	19954547	19955799	92.297466
40899	alpha-Est8	3R	7509343	7515670	107.962489
33174	CG31974	2L	141077	143091	23.683348
19834814	CG44314	2R	12052944	12056547	59.108927
42877	CG6204	3R	24193832	24196880	124.646978
34847	noc	2L	14490859	14494019	38.03313
317922	CG32219	3L	19950023	19951135	92.292942
38244	Rap1	3L	1859115	1862239	74.202034
33011	CG34331	X	20122453	20125271	20.122453
45268	cathD	2R	7815339	7823569	54.871322
38193	ABCB7	3L	1618414	1623413	73.961333
3885656	CG34045	2R	19330889	19335188	66.386872
32748	chas	X	17672458	17698730	17.672458
37614	CG42260	2R	22740999	22798289	69.796982
3772692	Menl-2	2R	16414815	16419398	63.470798
326125	CG31207	3R	21046032	21047027	121.499178
318901	CG33159	3L	3203675	3204448	75.546594
39391	CG6910	3L	12184984	12187860	84.527903
41845	ATPsynO	3R	15265591	15266690	115.718737
31772	PIG-T	X	8404535	8407263	8.404535
39393	Est-P	3L	12190733	12192528	84.533652
37188	Topors	2R	18972612	18977262	66.028595
39102	Uch-L5	3L	9475493	9476965	81.818412
41407	Ho	3R	11679743	11680976	112.132889
42152	CG12347	3R	17906445	17907451	118.359591
38832	CG14835	3L	7436808	7437466	79.779727
39451	CG10969	3L	12778750	12781097	85.121669
37298	CG16868	2R	20281629	20287094	67.337612
39806	CG13058	3L	16328841	16329534	88.67176
38818	pst	3L	7357275	7360263	79.700194
117300	clt	2R	21617061	21619079	68.673044
33977	Atac1	2L	6959099	6960328	30.50137
318583	CG31077	3R	26999752	27002961	127.452898
318736	CheB93b	3R	21409123	21409924	121.862269
40056	CG3961	3L	18878250	18890483	91.221169
36942	CG10950	2R	17195203	17197159	64.251186
3772625	CG33795	3L	16170729	16171380	88.513648
41029	CG9773	3R	8675283	8676613	109.128429
10178816	pre-mod(mdg4)-U	3R	21365609	21370249	121.818755
40390	COX8	3L	21538859	21539447	93.881778
35848	beta3GalTII	2R	8626181	8627611	55.682164
33562	Cog3	2L	3453697	3457064	26.995968
36570	mRpS16	2R	14172986	14173596	61.228969
33157	Ir21a	2L	21823	25155	23.564094
37322	lms	2R	20556877	20559953	67.61286
44149	Acon	2L	21168570	21173185	44.710841
37571	CG4610	2R	22492197	22494295	69.54818
40527	aux	3R	4211783	4227518	104.664929
5740115	CG34250	3L	17476222	17477103	89.819141
38199	alphaCOP	3L	1641066	1645199	73.983985
37781	TBPH	2R	23859067	23862593	70.91505
12798317	CG43187	2R	16380516	16385765	63.436499
32406	rut	X	14787478	14826073	14.787478
117481	Gr64a	3L	4026769	4028600	76.369688
38909	Nmt	3L	8176135	8178429	80.519054
34013	CG5149	2L	7384486	7388253	30.926757
34948	CG4891	2L	16094997	16095944	39.637268
43159	E(spl)m6-BFM	3R	26032911	26034047	126.486057
2768986	CG33287	3L	20966766	20970663	93.309685
246437	CG30075	2R	14375921	14376677	61.431904
38930	Rab19	3L	8297018	8298506	80.639937
36637	AttB	2R	14749223	14750165	61.805206
42355	CG11453	3R	19783522	19785519	120.236668
41765	CG14852	3R	14565927	14566513	115.019073
45928	shi	X	15892116	15906716	15.892116
326124	CG31200	3R	20744234	20745338	121.19738
59175	CG18814	3L	16369826	16370945	88.712745
40953	CG11035	3R	8031130	8033009	108.484276
42164	CG14315	3R	18158701	18159471	118.611847
36345	Cpr49Ab	2R	12378440	12379396	59.434423
38324	CG12182	3L	2595842	2599579	74.938761
33825	CG9044	2L	5949450	5955235	29.491721
12798419	CG43315	2R	12241218	12241872	59.297201
117503	RacGAP84C	3R	7285962	7287629	107.739108
41472	CG4702	3R	12121583	12128201	112.574729
34775	CG18507	2L	13665525	13672967	37.207796
31420	CG32772	X	4909102	4915161	4.909102
43098	Lgr3	3R	25665809	25677214	126.118955
37687	ord	2R	23271257	23275536	70.32724
40754	NPFR	3R	6187315	6195403	106.640461
41038	nom	3R	8723174	8725357	109.17632
326182	CG31988	2L	21201493	21202802	44.743764
31104	mei-38	X	1477063	1481420	1.477063
31596	pigs	X	6600062	6653015	6.600062
41180	dmt	3R	9711142	9714675	110.164288
33435	oaf	2L	2492955	2498846	26.035226
39404	INPP5E	3L	12277655	12281476	84.620574
34358	Npc1a	2L	10213812	10221216	33.756083
35656	Glo1	2R	7393546	7395932	54.449529
35989	CG1827	2R	9589050	9590443	56.645033
34621	CG6770	2L	12045343	12046118	35.587614
37954	Usp15-31	2R	24743749	24756976	71.799732
37663	CG3085	2R	23074823	23076857	70.130806
8674055	mgl	X	9358496	9500129	9.358496
40726	glob3	3R	5830062	5831785	106.283208
41770	stumps	3R	14577217	14608079	115.030363
37690	Prosbeta5R1	2R	23308654	23309816	70.364637
41884	CG6118	3R	15421108	15434738	115.874254
35816	CSN7	2R	8421033	8428577	55.477016
35612	Tsp42Ec	2R	7006442	7008622	54.062425
37754	l(2)not	2R	23705439	23709792	70.761422
36020	PCB	2R	9850703	9861543	56.906686
41981	pad	3R	16342318	16345829	116.795464
35076	elfless	2L	18009643	18011475	41.551914
37297	Mpcp1	2R	20279066	20281127	67.335049
33044	CG11710	X	20427411	20429673	20.427411
35330	Cen	2L	20678921	20681846	44.221192
40201	gig	3L	20129181	20139010	92.4721
38238	GV1	3L	1810588	1822903	74.153507
31805	Ppt1	X	8688627	8690227	8.688627
33419	Axud1	2L	2365345	2370137	25.907616
35884	CG8252	2R	8909432	8910349	55.965415
40024	CG18234	3L	18603425	18605415	90.946344
41270	Rrp46	3R	10413301	10414242	110.866447
53558	wun2	2R	9414342	9417846	56.470325
318950	CG31803	2L	17411649	17412633	40.95392
43980	Lip2	2L	10701940	10709453	34.244211
41697	ems	3R	13901853	13904620	114.354999
50253	Atg10	2R	7832171	7835518	54.888154
35954	Mad1	2R	9288957	9291565	56.34494
31810	CG1785	X	8714936	8717065	8.714936
34477	CG6443	2L	10728978	10730302	34.271249
39343	CG5906	3L	11870457	11871305	84.213376
32027	CG2145	X	10927399	10929712	10.927399
35279	COX4	2L	19958713	19960065	43.500984
318133	CG32638	X	13122876	13128794	13.122876
31449	Mcm3	X	5323855	5326738	5.323855
38510	Cpr64Ac	3L	4211964	4212915	76.554883
32865	CG6891	X	18775228	18781345	18.775228
37039	olf186-M	2R	17846699	17848444	64.902682
2768999	CG42676	3L	1803107	1806920	74.146026
10178932	MtnE	3R	20534021	20534704	120.987167
40275	CG17637	3L	20504186	20505700	92.847105
42452	Oct-TyrR	3L	22035003	22065279	94.377922
34695	Vha68-3	2L	12978786	12981293	36.521057
36642	CG12857	2R	14757907	14759602	61.81389
41579	CG10126	3R	12855544	12859246	113.30869
41823	GlyS	3R	15141843	15147531	115.594989
42338	CG16727	3R	19613381	19615784	120.066527
40031	bora	3L	18622692	18624751	90.965611
35527	Pngl	2R	6017739	6020695	53.073722
39719	CG13445	3L	15809485	15809977	88.152404
38815	Srp19	3L	7347310	7348034	79.690229
42549	InR	3R	21570248	21619321	122.023394
34546	CG6230	2L	11115635	11120319	34.657906
3771872	CG4456	3L	9372722	9374964	81.715641
59225	CG17234	2L	2253045	2253852	25.795316
40491	CG11367	3L	22728111	22733446	95.07103
31083	CG11417	X	1354014	1356473	1.354014
37989	Tina-1	2R	24940625	24942413	71.996608
53522	lectin-46Cb	2R	9815510	9816600	56.871493
37064	CG5756	2R	18101061	18108389	65.157044
34685	Pih1D1	2L	12713276	12721843	36.255547
318652	CG31268	3R	17031802	17033515	117.484948
40769	Osi13	3R	6291737	6293489	106.744883
47954	Mst57Da	3R	25831575	25831899	126.284721
32843	CG6481	X	18521074	18522445	18.521074
38700	Ets65A	3L	6097617	6123913	78.440536
10178806	CG42656	3R	7492961	7493271	107.946107
40922	CG3014	3R	7799264	7802793	108.25241
33642	Tps1	2L	4388327	4392778	27.930598
2768674	Fancd2	3R	20810804	20816190	121.26395
318749	CG31464	3R	8291240	8292034	108.744386
40098	CG14088	3L	19269772	19270642	91.612691
53557	esn	2R	7086316	7127868	54.142299
40411	CG11248	3L	21680050	21683231	94.022969
2768945	CG42458	3L	7423827	7454717	79.766746
35718	CG1941	2R	7709873	7711981	54.765856
326141	mRpS18A	3R	8561917	8562593	109.015063
26067054	kl-5	Y	22250	137486	133.902858
33034	Syx16	X	20392334	20393751	20.392334
41110	CG12951	3R	9329223	9330331	109.782369
40838	dj	3R	7059315	7060524	107.512461
5740457	CG17162	X	23084960	23096735	23.08496
40590	CG44098	3R	4750409	4773197	105.203555
318042	CG32461	3L	22954421	22955302	95.29734
40952	CG10903	3R	8030411	8032145	108.483557
19835868	CG44271	2L	6747421	6747914	30.289692
43973	Lip1	2L	10699408	10701544	34.241679
34978	Idgf1	2L	16445278	16446793	39.987549
318879	CG31675	2L	20867755	20869650	44.410026
42874	CHORD	3R	24186359	24187785	124.639505
41161	P58IPK	3R	9586942	9589581	110.040088
33010	fd19B	X	20091428	20092408	20.091428
33250	CG13947	2L	779173	779655	24.321444
2768969	CG33267	3L	11564483	11572796	83.907402
36410	CG12374	2R	12762113	12763825	59.818096
41529	CG5641	3R	12427795	12429282	112.880941
38528	Hexo1	3L	4288641	4291211	76.63156
41824	Mf	3R	15170625	15181510	115.623771
32240	CG4407	X	12901353	12903516	12.901353
34687	CG15483	2L	12760346	12761840	36.302617
42833	CG12268	3R	23943628	23948424	124.396774
35268	CG10466	2L	19792104	19792782	43.334375
40744	Or83c	3R	6076804	6078283	106.52995
35882	CCT8	2R	8904844	8906990	55.960827
35948	Cyp4p3	2R	9242320	9244410	56.298303
42642	AP-2mu	3R	22462455	22464603	122.915601
33579	IFT57	2L	3530789	3532678	27.07306
31550	Ca-alpha1T	X	6104085	6192483	6.104085
43115	CG4960	3R	25786329	25787298	126.239475
318608	CG31157	3R	13047731	13049294	113.500877
36414	CG17575	2R	12845544	12846596	59.901527
34545	Gr32a	2L	11114014	11115823	34.656285
43585	CG11498	3R	30153022	30160473	130.606168
246585	CG30385	2R	7181326	7183020	54.237309
40588	Nep2	3R	4719458	4731878	105.172604
41341	Tctp	3R	11210247	11211898	111.663393
36338	CG8490	2R	12335316	12336205	59.391299
43581	Ppi1	3R	30125633	30129119	130.578779
31957	alpha-Man-Ia	X	10266792	10325958	10.266792
2768732	CG33228	2R	24668411	24669330	71.724394
43415	Doa	3R	28888073	28922772	129.341219
5740465	CG34266	3L	4677832	4678233	77.020751
33569	Thor	2L	3478434	3479612	27.020705
38363	CG32485	3L	3050323	3051765	75.393242
31670	CG15034	X	7346259	7347506	7.346259
32389	betaNACtes4	X	14380351	14381416	14.380351
5740866	CG34301	3R	8773435	8773810	109.226581
32139	CG15740	X	11842662	11846099	11.842662
40608	Cdep	3R	4910552	4945576	105.363698
36096	CG12898	2R	10406975	10407445	57.462958
37538	CG3292	2R	22203694	22205593	69.259677
43816	MED26	4	778516	788978	133.310993
35106	CG10211	2L	18517487	18531967	42.059758
41021	SLIRP2	3R	8651084	8651493	109.10423
32428	eag	X	14955477	15009989	14.955477
31845	fh	X	9148080	9149071	9.14808
44701	Coprox	2L	6964421	6965887	30.506692
42062	Keap1	3R	17073942	17079945	117.527088
39164	Taf2	3L	9884411	9888683	82.22733
43369	UQCR-14L	3R	28294048	28294550	128.747194
41477	CG4830	3R	12208159	12210360	112.661305
39862	zetaCOP	3L	16671664	16673555	89.014583
43981	DIP1	X	21624796	21630148	21.624796
40367	sa	3L	21405425	21406738	93.748344
34951	CG42817	2L	16231475	16241527	39.773746
42057	CG3995	3R	17041896	17043136	117.495042
36958	CG18467	2R	17440297	17442483	64.49628
43637	CG2246	3R	30592971	30601489	131.046117
3346188	Vkor	2R	16778365	16778994	63.834348
33765	fusl	2L	5330470	5338073	28.872741
39329	Pi3K68D	3L	11774650	11790013	84.117569
8673992	Nost	X	9030205	9054575	9.030205
8674050	CG42504	3R	12028070	12031757	112.481216
36720	CG8187	2R	15539554	15541363	62.595537
35299	mRpS18B	2L	20096329	20097253	43.6386
41345	CG6689	3R	11217898	11220064	111.671044
34012	ninaC	2L	7377702	7384344	30.919973
42371	RhoGAP92B	3R	19905164	19914272	120.35831
8674115	Sfp33A3	2L	11839912	11840329	35.382183
42848	Rox8	3R	24043056	24048265	124.496202
37261	isopeptidase-T-3	2R	19670618	19673477	66.726601
42326	CG6255	3R	19461879	19463066	119.915025
34614	CG6746	2L	12001234	12002266	35.543505
43003	veli	3R	25064418	25065591	125.517564
37651	CG9897	2R	22985420	22986339	70.041403
36846	Sema2a	2R	16500178	16533459	63.556161
42401	CG17199	3R	20208201	20209791	120.661347
3772506	CG11889	3R	25270209	25273267	125.723355
318137	CG32642	X	12959220	12960790	12.95922
44839	mud	X	14247732	14258595	14.247732
39949	CG7589	3L	17470127	17474517	89.813046
42146	CG18012	3R	17809401	17811134	118.262547
42488	CG7079	3R	21047462	21048829	121.500608
37782	CG4585	2R	23862962	23865398	70.918945
42930	REPTOR	3R	24557368	24582864	125.010514
43474	Diedel	3R	29493852	29494267	129.946998
37065	stau	2R	18117896	18125779	65.173879
32142	ATP7	X	11855022	11864754	11.855022
12798325	CG43103	2R	17139450	17139931	64.195433
38059	Ptpmeg	3L	328097	356050	72.671016
40378	Hr78	3L	21494019	21497494	93.836938
35899	Tom7	2R	8951595	8952242	56.007578
40381	Est-Q	3L	21501421	21503959	93.84434
53427	ACXB	2L	12916814	12921008	36.459085
39960	CG7542	3L	17549826	17550980	89.892745
31145	CG14817	X	1876294	1877270	1.876294
32212	CG2543	X	12611867	12615530	12.611867
36941	CG10953	2R	17165084	17166643	64.221067
34493	CG6508	2L	10819107	10820485	34.361378
34408	dpr19	2L	10376168	10379905	33.918439
33220	shv	2L	453108	454654	23.995379
34250	Cks30A	2L	9330763	9331981	32.873034
39395	CG11529	3L	12197791	12199030	84.54071
32050	CDK2AP1	X	11137859	11139689	11.137859
317894	CG32170	3L	16877309	16879372	89.220228
8674028	Sfp24Bd	2L	3668691	3669134	27.210962
39964	Vps60	3L	17620123	17621625	89.963042
38628	bc10	3L	5565231	5566765	77.90815
46032	Bka	2L	9895287	9896104	33.437558
35435	CG2528	2L	21974749	21992933	45.51702
40395	CRIF	3L	21568059	21568898	93.910978
36615	LamC	2R	14570810	14575771	61.626793
33820	CG14000	2L	5908927	5910289	29.451198
33429	CG18641	2L	2410624	2415322	25.952895
2768680	Myo95E	3R	24154826	24161498	124.607972
39737	l(3)72Ab	3L	15960836	15967872	88.303755
33564	CG3246	2L	3460322	3461952	27.002593
37820	PPP1R15	2R	23975599	23977255	71.031582
33784	CG14014	2L	5549709	5550835	29.09198
37638	Gmer	2R	22887574	22888857	69.943557
44013	sls	3L	2039681	2115611	74.3826
43202	TwdlB	3R	26622451	26623543	127.075597
246471	Ir56a	2R	19094267	19096174	66.15025
32581	kat80	X	16267007	16276180	16.267007
42079	CG5292	3R	17151861	17153771	117.605007
35259	Lar	2L	19586623	19732069	43.128894
5740252	Not1	2R	9566146	9579007	56.622129
43469	Ptp99A	3R	29377646	29487131	129.830792
38907	CG13675	3L	8160315	8165518	80.503234
31504	CG42264	X	5773023	5776647	5.773023
42435	EloB	3R	20578222	20579850	121.031368
32080	hop	X	11360930	11368098	11.36093
261631	Rpb7	3R	15222251	15223180	115.675397
36496	bbc	2R	13486634	13494862	60.542617
12798557	CG43056	2L	4437787	4438201	27.980058
39660	Best4	3L	15298958	15300942	87.641877
38859	CG7492	3L	7651866	7654752	79.994785
33924	CG11050	2L	6611011	6617117	30.153282
49297	SERCA	2R	23925077	23935884	70.98106
35617	Tsp42Eh	2R	7033562	7034920	54.089545
42102	CG14330	3R	17455890	17456776	117.909036
42624	CG43343	3R	22382035	22386548	122.835181
32994	zld	X	19766465	19783548	19.766465
36122	Git	2R	10641818	10645427	57.697801
12798270	CG43116	3R	25995879	25996996	126.449025
49762	l(3)87Df	3R	13030913	13031598	113.484059
36055	sut4	2R	10085442	10087127	57.141425
43044	CG11858	3R	25262741	25263292	125.715887
44014	sol	X	21350280	21357912	21.35028
5740175	CG34160	2L	10579753	10580324	34.122024
47141	ebo	X	471019	476579	0.471019
35420	Cul2	2L	21658735	21663698	45.201006
37731	Rrp4	2R	23555018	23556217	70.611001
3772289	CG33764	3L	4266789	4267503	76.609708
39459	CG10948	3L	12844254	12850117	85.187173
40327	siz	3L	21034535	21075444	93.377454
36733	Cep89	2R	15687388	15688985	62.743371
35539	Ars2	2R	6080828	6085625	53.136811
31853	CG12115	X	9189326	9190605	9.189326
31311	CG12535	X	3387944	3448943	3.387944
31489	CG3149	X	5692945	5695205	5.692945
37334	CG13436	2R	20636392	20638423	67.692375
35198	CG17568	2L	19179749	19181702	42.72202
2768925	CG33308	2L	14802334	14803293	38.344605
39990	CG5535	3L	17852624	17856794	90.195543
33606	CG3407	2L	3810801	3813410	27.353072
7354432	CG42231	2L	16342430	16352628	39.884701
37959	CG3894	2R	24763167	24766750	71.81915
35829	Mal-A7	2R	8468646	8471663	55.524629
39594	RecQ5	3L	14628160	14632077	86.971079
33223	MED15	2L	473013	476170	24.015284
34383	CG5390	2L	10304069	10306594	33.84634
59235	Nplp3	3L	16318024	16318690	88.660943
33300	IntS14	2L	1164443	1166425	24.706714
36189	Cpr47Eb	2R	11255167	11255983	58.31115
36761	CG8370	2R	16001181	16006901	63.057164
43792	CaMKI	4	445504	453947	132.977981
318751	CG31467	3R	10705170	10706863	111.158316
40158	TORIP	3L	19803738	19805080	92.146657
5740113	Pp1-Y1	Y	9833	10786	133.890441
38620	blanks	3L	5497523	5498958	77.840442
44117	bgm	2L	14013004	14019328	37.555275
34158	Rcd4	2L	8382861	8383657	31.925132
8673993	Xport-B	3R	19914320	19915412	120.367466
38248	dre4	3L	1871574	1876312	74.214493
35227	tj	2L	19464267	19467758	43.006538
32704	CG8918	X	17200726	17202598	17.200726
44548	lola	2R	10481894	10543291	57.537877
26067047	Mst77Y-9	Y	3336400	3337123	137.217008
41806	VhaPPA1-2	3R	14899606	14900277	115.352752
43699	CG1750	3R	31253659	31254900	131.706805
2768912	CG33299	2L	9656600	9657424	33.198871
31849	Ost48	X	9156929	9158515	9.156929
39013	dally	3L	8827505	8891192	81.170424
41233	Npc2c	3R	10060252	10061136	110.513398
43746	betaGlu	3R	31769293	31771848	132.222439
34794	Orc5	2L	13829837	13831576	37.372108
35596	coro	2R	6862001	6872718	53.917984
36171	shn	2R	11159086	11217394	58.215069
53504	Ugt86Dg	3R	11164423	11166074	111.617569
3772188	CG33648	2L	14524312	14525656	38.066583
5740590	CG34353	3R	27767966	27905843	128.221112
3772338	CheA46a	2R	9748800	9749389	56.804783
43741	CG1910	3R	31747643	31751894	132.200789
40666	CG2519	3R	5539510	5547775	105.992656
38558	NT1	3L	4501652	4508433	76.844571
3346166	CG14300	3R	18693293	18693711	119.146439
39065	UGP	3L	9350867	9358935	81.693786
43755	CG1971	3R	31805468	31806769	132.258614
42515	SNF4Agamma	3R	21140739	21214269	121.593885
36050	mRpL42	2R	10066650	10067242	57.122633
33467	aph-1	2L	2766233	2767281	26.308504
31669	CBP	X	7337352	7342731	7.337352
2768980	Muc68Ca	3L	11610578	11620101	83.953497
34816	NimC1	2L	13973158	13976769	37.515429
37686	CG13540	2R	23270477	23271059	70.32646
34743	CG9377	2L	13359901	13361565	36.902172
33331	CG18131	2L	1498455	1500608	25.040726
37170	CG15096	2R	18808356	18815019	65.864339
117480	Gr64b	3L	4028605	4032032	76.371524
43026	Cad96Ca	3R	25197571	25208283	125.650717
31022	RpL22	X	762560	765130	0.76256
36833	CG6262	2R	16359730	16363524	63.415713
31506	CG3108	X	5777195	5781620	5.777195
35266	bsh	2L	19765776	19769067	43.308047
41776	l(3)L1231	3R	14642672	14655716	115.095818
36094	Gr47a	2R	10362185	10363584	57.418168
34319	CG42366	2L	9925161	9930378	33.467432
36172	CG9084	2R	11217416	11219771	58.273399
32671	ppk28	X	16806068	16808515	16.806068
34822	hll	2L	14027001	14029368	37.569272
33554	CG9662	2L	3375832	3376737	26.918103
34504	aurB	2L	10856797	10858094	34.399068
41611	pic	3R	13052245	13056725	113.505391
37501	Gr58c	2R	21976662	21977957	69.032645
40408	Cpr78E	3L	21666452	21666980	94.009371
5740644	CG34288	3R	22446763	22447263	122.899909
36768	CG8399	2R	16017737	16024627	63.07372
42643	CG7054	3R	22464985	22465938	122.918131
43447	Pglym78	3R	29148248	29149901	129.601394
39506	CG14106	3L	13424571	13425671	85.76749
31960	Gip	X	10328877	10329872	10.328877
12797977	CG43088	X	14702358	14703654	14.702358
39747	Hip14	3L	15988236	15992464	88.331155
42894	CG6364	3R	24290172	24293371	124.743318
38554	CG11350	3L	4482809	4484370	76.825728
42253	Mekk1	3R	18733106	18743594	119.186252
38414	CG14961	3L	3330063	3333181	75.672982
35316	CG2493	2L	20461585	20463444	44.003856
42937	CG6695	3R	24655160	24659379	125.108306
318193	CG32756	X	5945682	5948353	5.945682
50323	CG15210	X	10839230	10839895	10.83923
35742	Cul1	2R	7916856	7921579	54.972839
34584	CG12307	2L	11651331	11652010	35.193602
35005	yellow-b	2L	16754336	16758283	40.296607
5740108	CG34188	2R	15427091	15428023	62.483074
33935	Galt	2L	6666264	6668033	30.208535
34000	CG4496	2L	7185461	7190010	30.727732
38727	Best2	3L	6245933	6256665	78.588852
36882	CG15615	2R	16793119	16796407	63.849102
37068	Hsf	2R	18130303	18134634	65.186286
35160	CG15170	2L	18988268	18990233	42.530539
33561	CG12795	2L	3452466	3453755	26.994737
45524	Cyp4p1	2R	9240041	9242139	56.296024
7354379	CG42372	2R	16291453	16292269	63.347436
50267	CG13056	3L	16333313	16333782	88.676232
318824	dpy	2L	4477462	4614300	28.019733
37744	l(2)efl	2R	23684651	23685543	70.740634
19834939	CG44438	2R	5879196	5880395	52.935179
2768691	Dup99B	3R	29715068	29715377	130.168214
3772451	CG33723	2L	9440011	9440740	32.982282
38825	CG8564	3L	7385648	7387914	79.728567
38092	CG13898	3L	803427	804051	73.146346
36520	CG6220	2R	13691707	13693369	60.74769
32974	Zw	X	19667252	19672353	19.667252
34041	CG18585	2L	7689311	7691061	31.231582
