gene_id	symbol	locus_id	chr	start.pos	end.pos	pos
850888	YLR191W	YLR191W	XII	537272	538432	7.7823
855405	YNL311C	YNL311C	XIV	49397	51688	9.297033
853628	YKL207W	YKL207W	XI	48194	48955	6.626406
851441	YDL116W	YDL116W	IV	251566	253746	1.611588
851244	YAL055W	YAL055W	I	42177	42719	0.042177
854813	YIL004C	YIL004C	IX	347946	348505	5.740519
853275	YJL164C	YJL164C	X	109966	111159	5.942427
856892	YER149C	YER149C	V	466208	467470	3.358163
852061	YML026C	YML026C	XIII	222987	223828	8.546192
854982	YML026C	YML026C	XIII	222987	223828	8.546192
1466475	YOL097W-A	YOL097W-A	XV	136220	136405	10.168189
850594	YFR034C	YFR034C	VI	225020	225958	3.693849
853232	YJL223C	YJL223C	X	8776	9138	5.841237
854631	YJL223C	YJL223C	X	8776	9138	5.841237
856247	YPR129W	YPR129W	XVI	792687	793736	11.915947
854622	Q0250	Q0250	M	73758	74513	12.145084
853366	YJL079C	YJL079C	X	289875	290774	6.122336
854551	YOR369C	YOR369C	XV	1028194	1028625	11.060163
855741	YNR007C	YNR007C	XIV	639182	640114	9.886818
856553	YHR148W	YHR148W	VIII	393534	394085	5.223464
856329	YPR199C	YPR199C	XVI	938148	939032	12.061408
851592	YDR028C	YDR028C	IV	497835	500879	1.857857
856229	YPR113W	YPR113W	XVI	752257	752919	11.875517
853118	YGR204W	YGR204W	VII	905934	908774	4.644924
855937	YPL166W	YPL166W	XVI	237338	237979	11.360598
851557	YDL007W	YDL007W	IV	438047	439360	1.798069
854985	YML023C	YML023C	XIII	226994	228664	8.550199
853182	YGR266W	YGR266W	VII	1022656	1024761	4.761646
856131	YPR020W	YPR020W	XVI	599870	600217	11.72313
855095	YMR073C	YMR073C	XIII	412268	412873	8.735473
855425	YNL291C	YNL291C	XIV	84169	85815	9.331805
855526	YNL195C	YNL195C	XIV	271523	272308	9.519159
852254	YBL027W	YBL027W	II	168423	169376	0.398641
852379	YBL027W	YBL027W	II	168423	169376	0.398641
851822	YDR236C	YDR236C	IV	935236	935892	2.295258
851574	YDR011W	YDR011W	IV	465919	470424	1.825941
851733	YDR155C	YDR155C	IV	768512	769000	2.128534
852810	YGL070C	YGL070C	VII	374459	374827	4.113449
855943	YPL160W	YPL160W	XVI	246990	250262	11.37025
854933	YML069W	YML069W	XIII	135500	137158	8.458705
855637	YNL087W	YNL087W	XIV	462411	465947	9.710047
853988	YOL132W	YOL132W	XV	71300	72715	10.103269
852647	YGL225W	YGL225W	VII	76894	77907	3.815884
856847	YER111C	YER111C	V	382595	385876	3.27455
854955	YML050W	YML050W	XIII	173139	174074	8.496344
852023	YDR414C	YDR414C	IV	1295598	1296686	2.65562
851590	YDR026C	YDR026C	IV	492556	494268	1.852578
854831	YIR014W	YIR014W	IX	381086	381814	5.773659
850995	YLR288C	YLR288C	XII	713480	714904	7.958508
855956	YPL147W	YPL147W	XVI	273255	275867	11.396515
851486	YDL073W	YDL073W	IV	326613	329567	1.686635
852757	YGL120C	YGL120C	VII	281634	283937	4.020624
851239	YAL060W	YAL060W	I	35155	36303	0.035155
855504	YNL217W	YNL217W	XIV	240331	241311	9.487967
854851	YIR033W	YIR033W	IX	416124	419465	5.808697
850686	YLL001W	YLL001W	XII	147890	150163	7.392918
853940	YKR066C	YKR066C	XI	566113	567198	7.144325
851125	YLR409C	YLR409C	XII	934414	937233	8.179442
856615	YHR208W	YHR208W	VIII	517532	518713	5.347462
855703	YNL029C	YNL029C	XIV	577205	578773	9.824841
856389	YHR001W	YHR001W	VIII	106055	107368	4.935985
850788	YLR099C	YLR099C	XII	339744	340928	7.584772
850822	YLR131C	YLR131C	XII	404510	406822	7.649538
856814	YER081W	YER081W	V	322686	324095	3.214641
851442	YDL115C	YDL115C	IV	253995	255126	1.614017
855997	YPL107W	YPL107W	XVI	349119	349865	11.472379
854471	YOR296W	YOR296W	XV	870202	874071	10.902171
856728	YER010C	YER010C	V	172634	173338	3.064589
851076	YLR362W	YLR362W	XII	849866	852019	8.094894
853338	YJL106W	YJL106W	X	221390	223327	6.053851
854434	YOR260W	YOR260W	XV	813984	815720	10.845953
852564	YBR261C	YBR261C	II	734832	735530	0.96505
854701	YIL105C	YIL105C	IX	167581	169641	5.560154
855934	YPL169C	YPL169C	XVI	229039	230838	11.352299
851410	YDL145C	YDL145C	IV	194571	198176	1.554593
853268	YJL171C	YJL171C	X	99704	100894	5.932165
855762	YNR028W	YNR028W	XIV	676177	677103	9.923813
856738	YER018C	YER018C	V	191959	192624	3.083914
855251	YMR211W	YMR211W	XIII	689083	690510	9.012288
850958	YLR256W	YLR256W	XII	646415	650923	7.891443
851216	YAL017W	YAL017W	I	120225	124295	0.120225
853388	YJL058C	YJL058C	X	326242	327873	6.158703
854555	YOR373W	YOR373W	XV	1036834	1039389	11.068803
854753	YIL057C	YIL057C	IX	247902	248396	5.640475
856532	YHR131C	YHR131C	VIII	365340	367892	5.19527
850757	YLR068W	YLR068W	XII	271008	271463	7.516036
851454	YDL104C	YDL104C	IV	273653	274876	1.633675
854795	YIL017C	YIL017C	IX	318200	320965	5.710773
855723	YNL009W	YNL009W	XIV	614821	616083	9.862457
852322	YBR034C	YBR034C	II	304930	305976	0.535148
856162	YPR049C	YPR049C	XVI	661137	664673	11.784397
856018	YPL087W	YPL087W	XVI	383455	384408	11.506715
853309	YJL132W	YJL132W	X	161914	164166	5.994375
854674	YIL132C	YIL132C	IX	99860	100501	5.492433
853743	YKL117W	YKL117W	XI	220324	220974	6.798536
853717	YKL140W	YKL140W	XI	180779	182425	6.758991
856231	YPR115W	YPR115W	XVI	754877	758128	11.878137
854334	YOR163W	YOR163W	XV	642741	643307	10.67471
855326	YMR283C	YMR283C	XIII	835326	836867	9.158531
853862	YKL007W	YKL007W	XI	429302	430108	7.007514
1466516	YNL024C-A	YNL024C-A	XIV	586602	586820	9.834238
851406	YDL149W	YDL149W	IV	184925	187918	1.544947
853167	YGR252W	YGR252W	VII	996869	998188	4.735859
851054	YLR341W	YLR341W	XII	807385	808818	8.052413
851817	YDR231C	YDR231C	IV	926293	926910	2.286315
851615	YDR045C	YDR045C	IV	547978	548310	1.908
855917	YPL184C	YPL184C	XVI	195950	197788	11.31921
856227	YPR111W	YPR111W	XVI	747306	749000	11.870566
856333	YPR203W	YPR203W	XVI	943880	944188	12.06714
852772	YGL106W	YGL106W	VII	306560	307009	4.04555
854115	YOL042W	YOL042W	XV	249825	250916	10.281794
856319	YPR189W	YPR189W	XVI	912664	916962	12.035924
853815	YKL051W	YKL051W	XI	341312	342373	6.919524
853201	YGR284C	YGR284C	VII	1060658	1061590	4.799648
854897	YML078W	YML078W	XIII	111002	111550	8.434207
854494	YOR316C	YOR316C	XV	906236	907555	10.938205
854504	YOR326W	YOR326W	XV	925721	930445	10.95769
850672	YLL054C	YLL054C	XII	32673	35204	7.277701
1466486	YOR293C-A	YOR293C-A	XV	867998	868147	10.899967
850398	YCR032W	YCR032W	III	179520	186023	1.222922
851273	YAR018C	YAR018C	I	170396	171703	0.170396
855173	YMR142C	YMR142C	XIII	550206	551207	8.873411
854120	YOL036W	YOL036W	XV	256745	259030	10.288714
852920	YGR032W	YGR032W	VII	548264	553951	4.287254
1466483	YOR072W-B	YOR072W-B	XV	464469	464630	10.496438
853846	YKL022C	YKL022C	XI	394726	397248	6.972938
854740	YIL070C	YIL070C	IX	230272	231072	5.622845
856146	YPR034W	YPR034W	XVI	639525	640958	11.762785
855912	YPL189W	YPL189W	XVI	189154	190983	11.312414
853267	YJL172W	YJL172W	X	97737	99467	5.930198
854509	YOR332W	YOR332W	XV	943656	944357	10.975625
855243	YMR203W	YMR203W	XIII	668492	669655	8.991697
851484	YDL075W	YDL075W	IV	322226	322988	1.682248
856633	YEL076C	YEL076C	V	4464	5114	2.896419
855382	YNL334C	YNL334C	XIV	12208	12876	9.259844
855101	YMR077C	YMR077C	XIII	421484	422149	8.744689
854160	YOL002C	YOL002C	XV	323411	324364	10.35538
852024	YDR415C	YDR415C	IV	1297037	1298161	2.657059
855421	YNL295W	YNL295W	XIV	76946	78520	9.324582
851939	YDR339C	YDR339C	IV	1149951	1150520	2.509973
855830	YPL246C	YPL246C	XVI	84509	85297	11.207769
855529	YNL192W	YNL192W	XIV	276502	279897	9.524138
851313	YDL213C	YDL213C	IV	77289	77966	1.437311
853709	YKL148C	YKL148C	XI	169207	171129	6.747419
850298	YCL059C	YCL059C	III	22429	23379	1.065831
1466529	YHR086W-A	YHR086W-A	VIII	280231	280392	5.110161
850883	YLR186W	YLR186W	XII	523632	524390	7.76866
854368	YOR193W	YOR193W	XV	710446	711576	10.742415
853352	YJL093C	YJL093C	X	254737	256812	6.087198
853276	YJL163C	YJL163C	X	111666	113333	5.944127
853618	YJR153W	YJR153W	X	722815	723900	6.555276
855328	YMR284W	YMR284W	XIII	838187	839995	9.161392
852397	YBR101C	YBR101C	II	443821	444693	0.674039
855114	YMR089C	YMR089C	XIII	445609	448086	8.768814
856803	YER072W	YER072W	V	302806	303195	3.194761
853260	YJL179W	YJL179W	X	88787	89116	5.921248
855573	YNL149C	YNL149C	XIV	349367	349756	9.597003
853122	YGR208W	YGR208W	VII	911883	912812	4.650873
856575	YHR170W	YHR170W	VIII	443828	445384	5.273758
851670	YDR096W	YDR096W	IV	637139	639823	1.997161
856087	YPL020C	YPL020C	XVI	512313	514178	11.635573
856828	YER093C	YER093C	V	343320	347612	3.235275
852868	YGL016W	YGL016W	VII	461666	464911	4.200656
850835	YLR143W	YLR143W	XII	427329	429386	7.672357
855653	YNL071W	YNL071W	XIV	491523	492971	9.739159
853828	YKL038W	YKL038W	XI	365605	369117	6.943817
851083	YLR368W	YLR368W	XII	857540	859336	8.102568
853170	YGR255C	YGR255C	VII	1002523	1003962	4.741513
851109	YLR393W	YLR393W	XII	907079	907918	8.152107
851543	YDL019C	YDL019C	IV	417663	421514	1.777685
851539	YDL022W	YDL022W	IV	411825	413000	1.771847
856365	YHL021C	YHL021C	VIII	64462	65859	4.894392
850441	YCR079W	YCR079W	III	252845	254173	1.296247
854417	YOR243C	YOR243C	XV	790211	792241	10.82218
854293	YOR126C	YOR126C	XV	559961	560677	10.59193
852000	YDR391C	YDR391C	IV	1257358	1258056	2.61738
853543	YJR080C	YJR080C	X	580432	581616	6.412893
855164	YMR134W	YMR134W	XIII	537838	538551	8.861043
854236	YOR070C	YOR070C	XV	455907	457820	10.487876
853734	YKL125W	YKL125W	XI	208247	210130	6.786459
854506	YOR328W	YOR328W	XV	931803	936497	10.963772
850873	YLR176C	YLR176C	XII	507797	510232	7.752825
855408	YNL308C	YNL308C	XIV	54122	55897	9.301758
1466459	YGR146C-A	YGR146C-A	VII	785276	785437	4.524266
853414	YJL037W	YJL037W	X	376662	377336	6.209123
851665	YDR091C	YDR091C	IV	626708	628534	1.98673
856477	YHR078W	YHR078W	VIII	256360	258018	5.08629
852681	YGL194C	YGL194C	VII	140368	141726	3.879358
853340	YJL104W	YJL104W	X	227327	227776	6.059788
851236	YAL063C	YAL063C	I	24000	27968	0.024
855820	YPL255W	YPL255W	XVI	67725	68882	11.190985
856925	YER178W	YER178W	V	546817	548079	3.438772
853397	YJL050W	YJL050W	X	342522	345743	6.174983
1466526	YHR007C-A	YHR007C-A	VIII	122550	122765	4.95248
850817	YLR126C	YLR126C	XII	394765	395520	7.639793
850789	YLR099W-A	YLR099W-A	XII	341325	341588	7.586353
855905	YPL196W	YPL196W	XVI	175043	175864	11.298303
856254	YPR135W	YPR135W	XVI	799234	802017	11.922494
852739	YGL138C	YGL138C	VII	248494	249531	3.987484
856341	YHL044W	YHL044W	VIII	13565	14272	4.843495
856752	YER030W	YER030W	V	213437	213898	3.105392
851827	YDR240C	YDR240C	IV	943674	945152	2.303696
852983	YGR091W	YGR091W	VII	666341	667825	4.405331
850587	YFR029W	YFR029W	VI	210937	212973	3.679766
853818	YKL048C	YKL048C	XI	347214	349136	6.925426
854098	YOL056W	YOL056W	XV	223268	224179	10.255237
854265	YOR098C	YOR098C	XV	507948	511178	10.539917
853455	YJL002C	YJL002C	X	433221	434651	6.265682
855446	YNL275W	YNL275W	XIV	119268	120998	9.366904
851353	YDL244W	YDL244W	IV	16204	17226	1.376226
851759	YDR179C	YDR179C	IV	818708	819196	2.17873
856044	YPL061W	YPL061W	XVI	432588	434090	11.555848
851389	YDL165W	YDL165W	IV	164290	164865	1.524312
853114	YGR200C	YGR200C	VII	899904	902270	4.638894
851415	YDL140C	YDL140C	IV	205360	210561	1.565382
853546	YJR084W	YJR084W	X	583733	585004	6.416194
855120	YMR095C	YMR095C	XIII	457285	457959	8.78049
851698	YDR120C	YDR120C	IV	691549	693261	2.051571
851566	YDR003W	YDR003W	IV	454122	454754	1.814144
854039	YOL110W	YOL110W	XV	109176	109889	10.141145
853104	YGR191W	YGR191W	VII	880420	882231	4.61941
855808	YNR071C	YNR071C	XIV	770440	771468	10.018076
854388	YOR213C	YOR213C	XV	744535	745281	10.776504
853491	YJR034W	YJR034W	X	496683	497009	6.329144
854427	YOR253W	YOR253W	XV	804377	804907	10.836346
852273	YBL010C	YBL010C	II	206107	206949	0.436325
851142	YLR423C	YLR423C	XII	971917	973170	8.216945
853477	YJR019C	YJR019C	X	467232	468281	6.299693
851071	YLR357W	YLR357W	XII	841331	844000	8.086359
854171	YOR008C-A	YOR008C-A	XV	342857	343081	10.374826
856566	YHR161C	YHR161C	VIII	420373	422286	5.250303
852342	YBR053C	YBR053C	II	339675	340751	0.569893
852220	YBL059C-A	YBL059C-A	II	110125	110539	0.340343
850894	YLR197W	YLR197W	XII	546097	547611	7.791125
854036	YOL113W	YOL113W	XV	104326	106293	10.136295
856055	YPL052W	YPL052W	XVI	458799	459678	11.582059
856473	YHR074W	YHR074W	VIII	246193	248337	5.076123
853968	YKR093W	YKR093W	XI	615730	617535	7.193942
850545	YFL003C	YFL003C	VI	134521	137157	3.60335
856569	YHR164C	YHR164C	VIII	424610	429178	5.25454
856228	YPR112C	YPR112C	XVI	749256	751919	11.872516
852624	YGL227W	YGL227W	VII	69671	72547	3.808661
852110	YDR499W	YDR499W	IV	1447830	1450073	2.807852
854226	YOR060C	YOR060C	XV	440390	441163	10.472359
856865	YER128W	YER128W	V	415859	416470	3.307814
850884	YLR187W	YLR187W	XII	524865	527945	7.769893
853555	YJR093C	YJR093C	X	603220	604203	6.435681
853634	YKL201C	YKL201C	XI	63930	67466	6.642142
855916	YPL186C	YPL186C	XVI	194512	195426	11.317772
850385	YCR021C	YCR021C	III	156109	157107	1.199511
854079	YOL076W	YOL076W	XV	187024	189414	10.218993
856271	YPR148C	YPR148C	XVI	826833	828140	11.950093
852558	YBR255C-A	YBR255C-A	II	726618	727074	0.956836
852972	YGR081C	YGR081C	VII	643148	643780	4.382138
853229	YJL201W	YJL201W	X	54379	56178	5.88684
852608	YGL243W	YGL243W	VII	43307	44509	3.782297
853279	YJL161W	YJL161W	X	117245	117787	5.949706
3799973	YGL194C-A	YGL194C-A	VII	139719	139961	3.878709
853051	YGR148C	YGR148C	VII	787312	787779	4.526302
851744	YDR166C	YDR166C	IV	786306	789221	2.146328
851466	YDL092W	YDL092W	IV	292781	293221	1.652803
855125	YMR099C	YMR099C	XIII	463934	464827	8.787139
850602	YFR041C	YFR041C	VI	237368	238255	3.706197
853478	YJR021C	YJR021C	X	468555	469579	6.301016
855162	YMR132C	YMR132C	XIII	534944	535570	8.858149
850485	YFL059W	YFL059W	VI	11363	12259	3.480192
852741	YGL136C	YGL136C	VII	252897	253859	3.991887
852238	YBL042C	YBL042C	II	138341	140260	0.368559
852241	YBL039C	YBL039C	II	143989	145728	0.374207
850482	YFL062W	YFL062W	VI	6426	7565	3.475255
853193	YGR276C	YGR276C	VII	1043819	1045480	4.782809
853656	YKL224C	YKL224C	XI	1810	2181	6.580022
855849	YPL280W	YPL280W	XVI	11887	12600	11.135147
854925	YML115C	YML115C	XIII	40187	41794	8.363392
853375	YJL070C	YJL070C	X	307971	310637	6.140432
854760	YIL051C	YIL051C	IX	257843	258280	5.650416
856264	YPR143W	YPR143W	XVI	818323	819075	11.941583
850332	YCL026C-A	YCL026C-A	III	74704	75285	1.118106
853785	YKL077W	YKL077W	XI	291453	292631	6.869665
852518	YBR217W	YBR217W	II	657832	658392	0.88805
855110	YMR086W	YMR086W	XIII	439208	442090	8.762413
856611	YHR204W	YHR204W	VIII	506319	508709	5.336249
852748	YGL129C	YGL129C	VII	267723	269075	4.006713
1466449	YBR200W-A	YBR200W-A	II	622983	623147	0.853201
854563	YOR381W	YOR381W	XV	1055545	1057680	11.087514
855688	YNL040W	YNL040W	XIV	553380	554750	9.801016
855606	YNL117W	YNL117W	XIV	406358	408022	9.653994
850625	YLL034C	YLL034C	XII	70633	73146	7.315661
850637	YLL023C	YLL023C	XII	97997	98836	7.343025
852283	YBL003C	YBL003C	II	235394	235792	0.465612
853978	YKR103W	YKR103W	XI	653080	656736	7.231292
851356	YDL241W	YDL241W	IV	20635	21006	1.380657
851477	YDL082W	YDL082W	IV	308424	309388	1.668446
850754	YLR065C	YLR065C	XII	266373	266918	7.511401
854688	YIL118W	YIL118W	IX	139752	140447	5.532325
850583	YFR026C	YFR026C	VI	205748	206257	3.674577
854280	YOR113W	YOR113W	XV	534075	536819	10.566044
850532	YFL014W	YFL014W	VI	107256	107585	3.576085
850628	YLL031C	YLL031C	XII	77152	80205	7.32218
851137	YLR419W	YLR419W	XII	958428	962735	8.203456
855677	YNL050C	YNL050C	XIV	534079	534982	9.781715
856072	YPL034W	YPL034W	XVI	486712	487209	11.609972
852944	YGR053C	YGR053C	VII	594986	595837	4.333976
855638	YNL086W	YNL086W	XIV	466334	466642	9.71397
851870	YDR277C	YDR277C	IV	1014401	1015702	2.374423
851885	YDR291W	YDR291W	IV	1039728	1042961	2.39975
856720	YER003C	YER003C	V	157736	159118	3.049691
852648	YGL224C	YGL224C	VII	78015	78857	3.817005
855061	YMR044W	YMR044W	XIII	355384	356811	8.678589
852682	YGL193C	YGL193C	VII	141916	142227	3.880906
855807	YNR070W	YNR070W	XIV	765375	769376	10.013011
854710	YIL097W	YIL097W	IX	180427	181977	5.573
854447	YOR273C	YOR273C	XV	834452	836431	10.866421
855987	YPL116W	YPL116W	XVI	329606	331699	11.452866
855804	YNR067C	YNR067C	XIV	755746	759099	10.003382
855972	YPL131W	YPL131W	XVI	303121	304014	11.426381
852086	YDR475C	YDR475C	IV	1407464	1410094	2.767486
852864	YGL020C	YGL020C	VII	457163	457870	4.196153
853979	YKR104W	YKR104W	XI	656836	657756	7.235048
851831	YDR244W	YDR244W	IV	950563	952401	2.310585
852016	YDR407C	YDR407C	IV	1284069	1287938	2.644091
851990	YDR382W	YDR382W	IV	1239492	1239824	2.599514
855411	YNL305C	YNL305C	XIV	58898	59791	9.306534
852361	YBR069C	YBR069C	II	376574	378433	0.606792
856910	YER163C	YER163C	V	503084	503782	3.395039
856128	YPR017C	YPR017C	XVI	593486	593917	11.716746
851121	YLR405W	YLR405W	XII	929789	930892	8.174817
852686	YGL189C	YGL189C	VII	148229	148588	3.887219
1466443	YBR056W-A	YBR056W-A	II	351255	351455	0.581473
855262	YMR222C	YMR222C	XIII	715638	716309	9.038843
853423	YJL029C	YJL029C	X	388385	390853	6.220846
850468	YCR104W	YCR104W	III	307801	308175	1.351203
851339	YDL188C	YDL188C	IV	123865	124998	1.483887
853020	YGR122W	YGR122W	VII	733935	735143	4.472925
855717	YNL015W	YNL015W	XIV	605384	605611	9.85302
853894	YKR024C	YKR024C	XI	485144	487372	7.063356
852881	YGL003C	YGL003C	VII	492474	494174	4.231464
856095	YPL012W	YPL012W	XVI	529723	533409	11.652983
851251	YAL046C	YAL046C	I	57029	57385	0.057029
853466	YJR010W	YJR010W	X	456239	457774	6.2887
852014	YDR405W	YDR405W	IV	1277646	1278437	2.637668
1466510	YNL146C-A	YNL146C-A	XIV	351386	351580	9.599022
850354	YCL001W	YCL001W	III	111916	112482	1.155318
856568	YHR163W	YHR163W	VIII	423724	424473	5.253654
852053	YDR443C	YDR443C	IV	1345676	1349938	2.705698
851631	YDR059C	YDR059C	IV	569234	569770	1.929256
1466471	YJR151W-A	YJR151W-A	X	717580	717630	6.550041
851722	YDR144C	YDR144C	IV	744311	746101	2.104333
851398	YDL157C	YDL157C	IV	174232	174588	1.534254
850478	YFL066C	YFL066C	VI	1437	2615	3.470266
854018	YOL147C	YOL147C	XV	47933	48643	10.079902
854516	YOR338W	YOR338W	XV	956898	957989	10.988867
854852	YIR034C	YIR034C	IX	419615	420736	5.812188
856713	YEL005C	YEL005C	V	145907	146755	3.037862
854697	YIL109C	YIL109C	IX	157385	160165	5.549958
851501	YDL058W	YDL058W	IV	345665	351037	1.705687
853609	YJR144W	YJR144W	X	700882	701691	6.533343
853124	YGR210C	YGR210C	VII	913503	914738	4.652493
856339	YHL046C	YHL046C	VIII	11923	12285	4.841853
856090	YPL017C	YPL017C	XVI	518734	520233	11.641994
854350	YOR178C	YOR178C	XV	667860	670241	10.699829
851275	YAR020C	YAR020C	I	176856	177023	0.176856
856384	YHL004W	YHL004W	VIII	99219	100403	4.929149
855662	YNL063W	YNL063W	XIV	507758	508702	9.755394
852242	YBL038W	YBL038W	II	146187	146885	0.376405
851400	YDL155W	YDL155W	IV	176773	178056	1.536795
854360	YOR188W	YOR188W	XV	685767	689180	10.717736
851725	YDR147W	YDR147W	IV	751631	753235	2.111653
851419	YDL191W	YDL191W	IV	117664	118517	1.477686
851336	YDL191W	YDL191W	IV	117664	118517	1.477686
855422	YNL294C	YNL294C	XIV	78659	80260	9.326295
855782	YNR046W	YNR046W	XIV	707788	708195	9.955424
854006	YOL159C	YOL159C	XV	17281	17796	10.04925
852373	YBR081C	YBR081C	II	401253	405251	0.631471
850497	YFL047W	YFL047W	VI	40421	42565	3.50925
850592	YFR032C-A	YFR032C-A	VI	223258	223437	3.692087
855371	YMR321C	YMR321C	XIII	917579	917896	9.240784
855554	YNL167C	YNL167C	XIV	319416	321359	9.567052
855441	YNL280C	YNL280C	XIV	109095	110411	9.356731
856920	YER173W	YER173W	V	536300	538279	3.428255
853930	YKR056W	YKR056W	XI	549448	551367	7.12766
853372	YJL073W	YJL073W	X	303181	305118	6.135642
851429	YDL128W	YDL128W	IV	232652	233887	1.592674
3799974	YIL102C-A	YIL102C-A	IX	173365	173592	5.565938
850713	YLR026C	YLR026C	XII	195450	196472	7.440478
851905	YDR310C	YDR310C	IV	1081128	1084316	2.44115
850972	YLR267W	YLR267W	XII	678212	679924	7.92324
853632	YKL203C	YKL203C	XI	55935	63359	6.634147
855736	YNR002C	YNR002C	XIV	633008	633856	9.880644
852970	YGR079W	YGR079W	VII	640720	641832	4.37971
855692	YNL036W	YNL036W	XIV	559814	560479	9.80745
852763	YGL115W	YGL115W	VII	292033	293001	4.031023
853928	YKR054C	YKR054C	XI	535647	547925	7.113859
852773	YGL105W	YGL105W	VII	307437	308567	4.046427
856644	YEL065W	YEL065W	V	27657	29543	2.919612
850782	YLR093C	YLR093C	XII	326513	327415	7.571541
852910	YGR026W	YGR026W	VII	532985	533821	4.271975
854908	YML131W	YML131W	XIII	10198	11295	8.333403
856097	YPL010W	YPL010W	XVI	535018	535587	11.658278
855649	YNL075W	YNL075W	XIV	485607	486479	9.733243
854564	YOR382W	YOR382W	XV	1059531	1059992	11.0915
856655	YEL055C	YEL055C	V	48471	51539	2.940426
852978	YGR087C	YGR087C	VII	651290	652981	4.39028
853931	YKR057W	YKR057W	XI	551657	552242	7.129869
854083	YOL071W	YOL071W	XV	196507	196995	10.228476
856751	YER029C	YER029C	V	212587	213177	3.104542
1466431	YDL160C-A	YDL160C-A	IV	169366	169608	1.529388
850774	YLR085C	YLR085C	XII	300673	301989	7.545701
854545	YOR363C	YOR363C	XV	1020222	1023212	11.052191
853195	YGR278W	YGR278W	VII	1046731	1048464	4.785721
851705	YDR127W	YDR127W	IV	704484	709250	2.064506
852933	YGR042W	YGR042W	VII	579476	580291	4.318466
850947	YLR246W	YLR246W	XII	627118	628197	7.872146
855795	YNR058W	YNR058W	XIV	734291	735733	9.981927
850421	YCR054C	YCR054C	III	218376	220067	1.261778
854970	YML038C	YML038C	XIII	202775	204103	8.52598
850413	YCR046C	YCR046C	III	209914	210423	1.253316
852108	YDR497C	YDR497C	IV	1443713	1445467	2.803735
852934	YGR043C	YGR043C	VII	580435	581436	4.319425
853725	YKL133C	YKL133C	XI	191679	193070	6.769891
854235	YOR069W	YOR069W	XV	453768	455795	10.485737
851153	YLR433C	YLR433C	XII	1004347	1006008	8.249375
854242	YOR075W	YOR075W	XV	468212	469252	10.500181
853007	YGR110W	YGR110W	VII	713709	715046	4.452699
852980	YGR089W	YGR089W	VII	656960	659770	4.39595
856303	YPR173C	YPR173C	XVI	886524	887837	12.009784
850500	YFL044C	YFL044C	VI	44655	45560	3.513484
13393613	YIL105W-A	YIL105W-A	IX	167664	167804	5.560237
855843	YPL233W	YPL233W	XVI	106172	106822	11.229432
856135	YPR024W	YPR024W	XVI	610481	612724	11.733741
852719	YGL158W	YGL158W	VII	207033	208571	3.946023
850563	YFR011C	YFR011C	VI	166746	167258	3.635575
852292	YBR007C	YBR007C	II	248806	251016	0.479024
853737	YKL122C	YKL122C	XI	212495	212998	6.790707
1466519	YPL152W-A	YPL152W-A	XVI	264602	264700	11.387862
854291	YOR124C	YOR124C	XV	554824	558642	10.586793
856823	YER089C	YER089C	V	335946	337340	3.227901
853178	YGR262C	YGR262C	VII	1016974	1017759	4.755964
850924	YLR227C	YLR227C	XII	590562	592043	7.83559
851782	YDR201W	YDR201W	IV	856317	856814	2.216339
852675	YGL200C	YGL200C	VII	122694	123305	3.861684
853557	YJR094W-A	YJR094W-A	X	608305	608858	6.440766
856156	YJR094W-A	YJR094W-A	X	608305	608858	6.440766
854725	YIL084C	YIL084C	IX	202276	203259	5.594849
850356	YCL001W-B	YCL001W-B	III	113770	114024	1.157172
852761	YGL117W	YGL117W	VII	288512	289309	4.027502
852689	YGL186C	YGL186C	VII	151037	152776	3.890027
852893	YGR010W	YGR010W	VII	511545	512732	4.250535
850699	YLR012C	YLR012C	XII	169982	170281	7.41501
856377	YHL009C	YHL009C	VIII	84068	85060	4.913998
850845	YLR152C	YLR152C	XII	442958	444688	7.687986
851085	YLR370C	YLR370C	XII	861718	862254	8.106746
855052	YMR036C	YMR036C	XIII	341856	343520	8.665061
854997	YML012W	YML012W	XIII	246116	246751	8.569321
854133	YOL025W	YOL025W	XV	274957	276939	10.306926
854222	YOR057W	YOR057W	XV	432186	433373	10.464155
854439	YOR265W	YOR265W	XV	820454	820774	10.852423
853112	YGR198W	YGR198W	VII	894693	897146	4.633683
853395	YJL052W	YJL052W	X	338271	339269	6.170732
855673	YNL054W	YNL054W	XIV	526086	529583	9.773722
855739	YNR006W	YNR006W	XIV	636986	638854	9.884622
852443	YBR146W	YBR146W	II	535260	536096	0.765478
854872	YML100W	YML100W	XIII	70624	73920	8.393829
855914	YPL187W	YPL187W	XVI	193648	194145	11.316908
852822	YGL058W	YGL058W	VII	393986	394504	4.132976
855460	YNL261W	YNL261W	XIV	155100	156539	9.402736
853993	YOL127W	YOL127W	XV	80348	81190	10.112317
854274	YOR107W	YOR107W	XV	521353	522282	10.553322
852626	YGL226W	YGL226W	VII	73340	73711	3.81233
852825	YGL055W	YGL055W	VII	398628	400160	4.137618
854772	YIL039W	YIL039W	IX	278426	279847	5.670999
850633	YLL026W	YLL026W	XII	88623	91349	7.333651
852691	YGL184C	YGL184C	VII	154615	156012	3.893605
851741	YDR163W	YDR163W	IV	781423	781950	2.141445
850996	YLR289W	YLR289W	XII	715089	717026	7.960117
851409	YDL146W	YDL146W	IV	192750	194225	1.552772
